"CoP","CoPyear","CoPcity","Status","Delegation","URL","Honorific","PersonID","Affiliation","AffiliationStatus","CoPlatitude","CoPlongitude","Latitude","Longitude","GeoPrecision","Distance","Party","Observer","Female","Male","DelegationCOW","Delegation_ISO"
"CoP4",1983,"Gaborone (Botswana)","Parties","Madagascar","https://cites.org/sites/default/files/eng/cop/04/E04-List-of-Participants-Parties.pdf","NA","26466796232163251384481499784","Antananarivo, Analamanga, Madagascar","City",-24.6581357,25.9088474,"-18.91","47.53","city","2319.0615815625",1,0,0,1,580,"MDG"
"CoP10",1997,"Harare (Zimbabwe)","Observers","International Wood Products Association","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","66210680445481722058825484969","Alexandria, Virginia, United States","City",-17.8567035,31.0601584,"38.81","-77.05","city","12788.2202768969",0,1,0,1,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Parties","South Africa","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","38158420921765110226256543358","Cape Town, Western Cape, South Africa","City",13.7524938,100.4935089,"-33.93","18.42","city","10144.8795216083",1,0,0,1,560,"ZAF"
"CoP14",2007,"The Hague (the Netherlands)","Parties","Brazil","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","6433329124156768791040118990","IBAMA SCEN Trecho BRASILIA","KeptOriginal",52.0799838,4.3113461,"-15.79","-47.88","city","9062.03000668446",1,0,1,0,140,"BRA"
"CoP9",1994,"Fort Lauderdale (United States of America)","Observers","African Elephant Foundation International","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","4490460522259062435336719346","Owendo, Estuaire Province, Gabon","City",26.1223084,-80.1433786,"0.41","9.44","city","9945.87705326818",0,1,0,1,NA,NA
"CoP12",2002,"Santiago (Chile)","Observers","Whale and Dolphin Conservation Society (Wdcs)","https://cites.org/sites/default/files/common/cop/12/participants_observer.pdf","NA","74073841979003019295370677588","WHALE AND DOLPHIN CONSERVATION SOCIETY (WDCS) WDCS","State",-33.4377756,-70.6504502,"51.46","-2.12","city","11556.2650355763",0,1,0,1,NA,NA
"CoP13",2004,"Bangkok (Thailand)","Observers","Safari Club International Club International Foundation","https://cites.org/sites/default/files/common/cop/13/participants_observer.pdf","NA","57223127755813890306703523973","Washington, District of Columbia, United States","City",13.7524938,100.4935089,"38.9","-77.04","city","14154.785998011",0,1,0,1,NA,NA
"CoP11",2000,"Gigiri (Kenya)","Parties","South Africa","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","73767474700034456999730853233","Pretoria, Gauteng, South Africa","City",-1.2325029,36.8072952,"-25.75","28.19","city","2878.32396116768",1,0,1,0,560,"ZAF"
"CoP7",1989,"Lausanne (Switzerland)","Observers","Comission Interamericana de Dereche y Adminstracion Ambientales","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Observers.pdf","NA","38710207304203957792371519363","Montevideo, Montevideo, Uruguay","City",46.5218269,6.6327025,"-34.91","-56.19","city","11015.4983270915",0,1,0,1,NA,NA
"CoP12",2002,"Santiago (Chile)","Observers","International Council for Game and Wildlife Conservation","https://cites.org/sites/default/files/common/cop/12/participants_observer.pdf","NA","20980582000490958582272116482","Budakeszi, Central Hungary, Hungary","City",-33.4377756,-70.6504502,"47.51","18.93","city","12644.6200804657",0,1,0,1,NA,NA
"CoP8",1992,"Kyoto (Japan)","Parties","Liberia","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","47338523225474641569001844050","Monrovia, California, United States","City",35.0115754,135.7681441,"34.15","-118.0","city","9160.17857182103",1,0,0,1,450,"LBR"
"CoP13",2004,"Bangkok (Thailand)","Observers","Wwf","https://cites.org/sites/default/files/common/cop/13/participants_observer.pdf","NA","73242324163914442376116409888","Hong Kong, Hong Kong, China","City",13.7524938,100.4935089,"22.25","114.19","city","1727.63271206401",0,1,0,1,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Observers","Kiribati","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","15947619825783131064286767102","Abemama, Gilbert Islands, Kiribati","City",13.7524938,100.4935089,"0.51","173.79","city","8190.96599957177",0,1,1,0,946,"KIR"
"CoP14",2007,"The Hague (the Netherlands)","Parties","Chile","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","33820617501273839181987578442","Jefe Departamento Protección de Recursos Naturales Comisión Nacional de Medio Ambiente CONAMA Teatinos SANTIAGO","KeptOriginal",52.0799838,4.3113461,"4.84","-75.66","city","8898.50570582474",1,0,0,1,155,"CHL"
"CoP12",2002,"Santiago (Chile)","Parties","South Africa","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","47239152624353578954950362917","Department of Agriculture and Environmental Affairs KwaZulu Private Bag PIETERMARITZBURG","KeptOriginal",-33.4377756,-70.6504502,"-29.6","30.38","city","9155.42232114141",1,0,0,1,560,"ZAF"
"CoP3",1981,"New Delhi (India)","Parties","Finland","https://cites.org/sites/default/files/eng/cop/03/E03-List-of-Participants-Parties.pdf","NA","52902807557673309812112729766","Helsinki, Uusimaa, Finland","City",28.6430858,77.2192671,"60.17","24.94","city","5218.04062383056",1,0,0,1,375,"FIN"
"CoP13",2004,"Bangkok (Thailand)","Parties","Honduras","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","30340876907985501235352939592","Viceministro de Agricultura Secretaria de Agricultura y Ganadería Miraflores La FAO TEGUCUGALPA","KeptOriginal",13.7524938,100.4935089,"21.88","-102.3","city","15337.6259774384",1,0,0,1,91,"HND"
"CoP12",2002,"Santiago (Chile)","Observers","International Wood Products Association","https://cites.org/sites/default/files/common/cop/12/participants_observer.pdf","NA","34679229719183968127035351334","Alexandria, Virginia, United States","City",-33.4377756,-70.6504502,"38.81","-77.05","city","8060.67284542198",0,1,1,0,NA,NA
"CoP15",2010,"Doha (Qatar)","Parties","Lesotho","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","8900344560393654888157851474","Maseru, Maseru District, Lesotho","City",25.2856329,51.5264162,"-29.35","27.52","city","6593.42998808564",1,0,1,0,570,"LSO"
"CoP16",2013,"Bangkok (Thailand)","Observers","Visitor","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","46504612879821530779144323083","Arlington, Virginia, United States","City",13.7524938,100.4935089,"37.1","-78.5","state_province","14359.5655879267",0,1,0,1,NA,NA
"CoP12",2002,"Santiago (Chile)","Parties","Saint Kitts and Nevis","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","43935022455180210206613494239","Bay BASSETERRE","KeptOriginal",-33.4377756,-70.6504502,"32.17","34.83","city","13211.1925185202",1,0,0,1,60,"KNA"
"CoP4",1983,"Gaborone (Botswana)","Parties","Botswana","https://cites.org/sites/default/files/eng/cop/04/E04-List-of-Participants-Parties.pdf","NA","55280286316879546093792407605","Gaborone, Botswana","City",-24.6581357,25.9088474,"-24.66","25.91","city","0.237781725448292",1,0,0,1,571,"BWA"
"CoP16",2013,"Bangkok (Thailand)","Observers","Cites Secretariat","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","63471124542844268791662179225","Vernier, Geneva, Switzerland","City",13.7524938,100.4935089,"46.21","6.08","city","9241.91726434866",0,1,1,0,NA,NA
"CoP11",2000,"Gigiri (Kenya)","Parties","Honduras","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","40628673178186286255213879279","Tegucigalpa, Francisco Morazán, Honduras","City",-1.2325029,36.8072952,"14.11","-87.2","city","13699.0559165992",1,0,0,1,91,"HND"
"CoP11",2000,"Gigiri (Kenya)","Observers","International Whaling Commission","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","11108724373162845528112699946","Dublin, Leinster, Ireland","City",-1.2325029,36.8072952,"53.35","-6.26","city","7254.99655534558",0,1,0,1,NA,NA
"CoP8",1992,"Kyoto (Japan)","Parties","Botswana","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","22560777959470472825890497902","Gaborone, Botswana","City",35.0115754,135.7681441,"-24.66","25.91","city","13286.3812394222",1,0,1,0,571,"BWA"
"CoP16",2013,"Bangkok (Thailand)","Parties","Bosnia and Herzegovina","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","61970164797678581723472777691","Mjesna zajednica Trg oslobođenja-Centar, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina","City",13.7524938,100.4935089,"43.86","18.41","city","8324.02612961602",1,0,1,0,346,"BIH"
"CoP5",1985,"Buenos Aires (Argentina)","Observers","United Nations Development Programme","https://cites.org/sites/default/files/eng/cop/05/E05-List-of-Participants-Observers.pdf","NA","8256240770435851343359360797","Moreno, Buenos Aires, Argentina","City",-34.6083696,-58.4440583,"-34.64","-58.79","city","31.8491128746541",0,1,0,1,NA,NA
"CoP8",1992,"Kyoto (Japan)","Parties","Indonesia","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","38977951183999413836507593434","JAKARTA-PUSAT","KeptOriginal",35.0115754,135.7681441,"-6.18","106.84","city","5491.87259853128",1,0,0,1,850,"IDN"
"CoP14",2007,"The Hague (the Netherlands)","Observers","Convention On the Conservation of Migratory Species of Wild Animals","https://cites.org/sites/default/files/common/cop/14/list_observer.pdf","NA","722063069508719320214712464","Bonn, North Rhine-Westphalia, Germany","City",52.0799838,4.3113461,"50.74","7.1","city","244.121136983566",0,1,0,1,NA,NA
"CoP7",1989,"Lausanne (Switzerland)","Observers","Marine Mammal Interest Group (U.S.A.)","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Observers.pdf","NA","58790154369162281954134855764","Washington, District of Columbia, United States","City",46.5218269,6.6327025,"38.9","-77.04","city","6563.09947211206",0,1,1,0,NA,NA
"CoP10",1997,"Harare (Zimbabwe)","Parties","Thailand","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","58609145962752295856127943371","Bangkok, Thailand","City",-17.8567035,31.0601584,"13.75","100.49","city","8384.81305041039",1,0,0,1,800,"THA"
"CoP11",2000,"Gigiri (Kenya)","Parties","Indonesia","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","23312350689197632011169191237","Nairobi, Nairobi County, Kenya","City",-1.2325029,36.8072952,"-1.29","36.82","city","6.54753103738282",1,0,0,1,850,"IDN"
"CoP16",2013,"Bangkok (Thailand)","Parties","Germany","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","11743081135787943679973991517","Bonn, North Rhine-Westphalia, Germany","City",13.7524938,100.4935089,"50.74","7.1","city","9063.20277037132",1,0,1,0,255,"DEU"
"CoP11",2000,"Gigiri (Kenya)","Parties","Zimbabwe","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","55083261901175591127241593602","Ministry of Environment and Tourism Private Bag Causeway HARARE","KeptOriginal",-1.2325029,36.8072952,"-33.6","-70.6","state_province","11533.4033459594",1,0,0,1,552,"ZWE"
"CoP13",2004,"Bangkok (Thailand)","Observers","Conservation Force","https://cites.org/sites/default/files/common/cop/13/participants_observer.pdf","NA","47471642932789536572391376109","CONSERVATION FORCE One Lakeway Center N Causeway METAIRIE LA United States of America","KeptOriginal",13.7524938,100.4935089,"30.0","-90.18","city","15017.3828206983",0,1,0,1,NA,NA
"CoP13",2004,"Bangkok (Thailand)","Observers","World Society for the Protection of Animals","https://cites.org/sites/default/files/common/cop/13/participants_observer.pdf","NA","2480002675543207283262835070","Seoul, South Korea","City",13.7524938,100.4935089,"37.57","126.98","city","3723.38039562766",0,1,0,1,NA,NA
"CoP14",2007,"The Hague (the Netherlands)","Parties","France","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","38351790739444541545005625035","Putten, Gelderland, Netherlands","City",52.0799838,4.3113461,"52.25","5.58","city","88.5694220646124",1,0,0,1,220,"FRA"
"CoP16",2013,"Bangkok (Thailand)","Parties","Egypt","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","70880540929270393326486380454","Ministry of State for Environmental Affairs Egyptian Environmental Affairs Agency EEAA Nature Conservation Sector NCS Misr","KeptOriginal",13.7524938,100.4935089,"30.04","31.24","city","7268.03075270994",1,0,0,1,651,"EGY"
"CoP2",1979,"San José (Costa Rica)","Observers","Netherlands","https://cites.org/sites/default/files/eng/cop/02/E02-List-of-participants-Observers.pdf","M.","9577837202537827083759450319","National Museum of Natural History Leiden","KeptOriginal",9.9325427,-84.0795782,"38.9","-77.04","city","3296.25082135208",0,1,0,1,210,"NLD"
"CoP10",1997,"Harare (Zimbabwe)","Parties","Namibia","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","11871331304313141668789225666","Windhoek, Khomas, Namibia","City",-17.8567035,31.0601584,"-22.53","17.05","city","1550.75148332323",1,0,0,1,565,"NAM"
"CoP16",2013,"Bangkok (Thailand)","Observers","Wwf","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","37695302033926797174554658897","Cape Town, Western Cape, South Africa","City",13.7524938,100.4935089,"-33.93","18.42","city","10144.8795216083",0,1,0,1,NA,NA
"CoP12",2002,"Santiago (Chile)","Observers","Pet Industry Joint Advisory Council (Pijac)","https://cites.org/sites/default/files/common/cop/12/participants_observer.pdf","NA","1771089268818383656717175064","Washington, District of Columbia, United States","City",-33.4377756,-70.6504502,"38.9","-77.04","city","8070.54840801868",0,1,0,1,NA,NA
"CoP12",2002,"Santiago (Chile)","Parties","South Africa","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","76516891296831808340919679177","Niamey, Niger","City",-33.4377756,-70.6504502,"13.52","2.11","city","9294.81248662021",1,0,0,1,560,"ZAF"
"CoP16",2013,"Bangkok (Thailand)","Parties","Netherlands","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","67268372002852430725914632496","Papendrecht, South Holland, Netherlands","City",13.7524938,100.4935089,"51.83","4.7","city","9200.71293607972",1,0,0,1,210,"NLD"
"CoP11",2000,"Gigiri (Kenya)","Parties","Zimbabwe","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","26862968630677567935624175995","Harare, Harare, Zimbabwe","City",-1.2325029,36.8072952,"-17.83","31.05","city","1949.77945483624",1,0,0,1,552,"ZWE"
"CoP15",2010,"Doha (Qatar)","Parties","Kuwait","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","47870980962588222745470078621","Kuwait City, Capital Governorate, Kuwait","City",25.2856329,51.5264162,"29.38","47.97","city","574.965457396557",1,0,0,1,690,"KWT"
"CoP7",1989,"Lausanne (Switzerland)","Observers","International Union for Conservation of Nature and Natural Resources","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Observers.pdf","NA","35215775532352685028392846031","Harare, Harare, Zimbabwe","City",46.5218269,6.6327025,"-17.83","31.05","city","7563.65491698267",0,1,0,1,NA,NA
"CoP14",2007,"The Hague (the Netherlands)","Observers","Ocean Conservancy","https://cites.org/sites/default/files/common/cop/14/list_observer.pdf","NA","38209064986765969544909051916","Hamburg, Germany","City",52.0799838,4.3113461,"53.55","10.0","city","415.633549344375",0,1,1,0,NA,NA
"CoP14",2007,"The Hague (the Netherlands)","Parties","Belgium","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","71065089302320742847131894811","SPF Santé Publique Sécurité de la Chaîne Alimentaire et Environment - Animaux Végétaux et Alimentation Service Bien-être et CITES Place Victor Horta BRUXELLES","KeptOriginal",52.0799838,4.3113461,"50.82","4.35","city","140.129403158587",1,0,0,1,211,"BEL"
"CoP4",1983,"Gaborone (Botswana)","Parties","Japan","https://cites.org/sites/default/files/eng/cop/04/E04-List-of-Participants-Parties.pdf","NA","31676752457482269360166880851","Chiyoda, Japan","City",-24.6581357,25.9088474,"35.69","139.75","city","13655.0377272046",1,0,0,1,740,"JPN"
