"CoP","CoPyear","CoPcity","Status","Delegation","URL","Honorific","PersonID","Affiliation","AffiliationStatus","CoPlatitude","CoPlongitude","Latitude","Longitude","GeoPrecision","Distance","Party","Observer","Female","Male","DelegationCOW","Delegation_ISO"
"CoP12",2002,"Santiago (Chile)","Observers","Cites Secretariat","https://cites.org/sites/default/files/common/cop/12/participants_observer.pdf","NA","41572187238025095859024720969","Surrey Heath, England, United Kingdom","City",-33.4377756,-70.6504502,"51.34","-0.69","city","11628.2179108841",0,1,1,0,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Parties","Canada","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","9923609114740459383386967940","Iqaluit, Nunavut, Canada","City",13.7524938,100.4935089,"63.75","-68.5","city","11345.6801096242",1,0,0,1,20,"CAN"
"CoP11",2000,"Gigiri (Kenya)","Parties","Mali","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","1162266415973166953486788343","Protection, Kansas, United States","City",-1.2325029,36.8072952,"37.2","-99.48","city","14017.0926325047",1,0,1,0,432,"MLI"
"CoP15",2010,"Doha (Qatar)","Parties","Norway","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","65443091696443026642024387478","Oslo, Norway","City",25.2856329,51.5264162,"59.91","10.74","city","4952.22217131978",1,0,0,1,385,"NOR"
"CoP16",2013,"Bangkok (Thailand)","Parties","Singapore","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","15210476839628716397545195177","Singapore, Singapore","City",13.7524938,100.4935089,"1.36","103.82","city","1425.7399942523",1,0,0,1,830,"SGP"
"CoP13",2004,"Bangkok (Thailand)","Observers","Greenpeace International","https://cites.org/sites/default/files/common/cop/13/participants_observer.pdf","NA","41826976029719291897507654519","Amsterdam, North Holland, Netherlands","City",13.7524938,100.4935089,"52.37","4.89","city","9174.61531697818",0,1,1,0,NA,NA
"CoP10",1997,"Harare (Zimbabwe)","Parties","Eswatini","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","15946818310903389084612190114","Hhohho Region, Eswatini","State",-17.8567035,31.0601584,"-26.45","31.21","city","955.65522464341",1,0,0,1,572,"SWZ"
"CoP9",1994,"Fort Lauderdale (United States of America)","Observers","Royal Horticultural Society (United Kingdom)","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","68614336510411179929825587975","Maisemore Lodge GLOUCESTER","KeptOriginal",26.1223084,-80.1433786,"51.99","-2.15","city","6948.44007675397",0,1,0,1,NA,NA
"CoP15",2010,"Doha (Qatar)","Parties","Tanzania, United Republic of","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","55260120729625908470165846237","Dar es-Salaam, Coastal Zone, Tanzania","City",25.2856329,51.5264162,"-6.82","39.28","city","3807.85890894399",1,0,0,1,510,"TZA"
"CoP10",1997,"Harare (Zimbabwe)","Parties","Bahamas","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","12132404918718531898886950576","Department of Agriculture No NASSAU","KeptOriginal",-17.8567035,31.0601584,"11.54","104.92","city","8738.31723601243",1,0,0,1,31,"BHS"
"CoP13",2004,"Bangkok (Thailand)","Parties","United States of America","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","47162619956199271707447730082","Washington, District of Columbia, United States","City",13.7524938,100.4935089,"38.9","-77.04","city","14154.785998011",1,0,0,1,2,"USA"
"CoP7",1989,"Lausanne (Switzerland)","Parties","Senegal","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Parties.pdf","NA","20356984312055753609351852595","Dakar, Dakar Region, Senegal","City",46.5218269,6.6327025,"14.69","-17.45","city","4187.44219339567",1,0,0,1,433,"SEN"
"CoP15",2010,"Doha (Qatar)","Parties","Austria","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","38639176064860908004263450917","Vienna, Austria","City",25.2856329,51.5264162,"48.21","16.37","city","3980.34287483686",1,0,0,1,305,"AUT"
"CoP12",2002,"Santiago (Chile)","Parties","Mexico","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","57111611540264667351216161186","Mexico City, Mexico City, Mexico","City",-33.4377756,-70.6504502,"19.43","-99.13","city","6609.54462016057",1,0,0,1,70,"MEX"
"CoP4",1983,"Gaborone (Botswana)","Observers","International League for the Protection of Cetacean","https://cites.org/sites/default/files/eng/cop/04/E04-List-of-Participants-Observers.pdf","NA","19980243081865791257460410458","Meryon Rye E Sussex Great Britain","KeptOriginal",-24.6581357,25.9088474,"50.95","0.57","city","8767.13240343314",0,1,0,1,NA,NA
"CoP3",1981,"New Delhi (India)","Observers","Traffic U.s.a.","https://cites.org/sites/default/files/eng/cop/03/E03-List-of-Participants-Observers.pdf","NA","31994082541662120703506251436","Washington, District of Columbia, United States","City",28.6430858,77.2192671,"38.9","-77.04","city","12043.8910321023",0,1,1,0,NA,NA
"CoP15",2010,"Doha (Qatar)","Observers","Pew Environment Group","https://cites.org/sites/default/files/common/cop/15/cop15_participants_observers.pdf","NA","61641740037351008764214014598","Washington, District of Columbia, United States","City",25.2856329,51.5264162,"38.9","-77.04","city","11098.9135869767",0,1,1,0,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Observers","Environmental Investigation Agency - Us","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","53827628251621801182640106433","Tampa, Florida, United States","City",13.7524938,100.4935089,"27.94","-82.46","city","15368.1853462193",0,1,1,0,NA,NA
"CoP14",2007,"The Hague (the Netherlands)","Parties","Sudan","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","26508009195524481708115903879","The Hague, South Holland, Netherlands","City",52.0799838,4.3113461,"52.07","4.27","city","3.03599451672364",1,0,1,0,625,"SDN"
"CoP12",2002,"Santiago (Chile)","Parties","Saint Lucia","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","36429823401737031046781442024","Deputy Chief Fisheries Officer Department of Fisheries Ministry of Agriculture Fisheries and Forestry Sir Stanislaus James CASTRIES","KeptOriginal",-33.4377756,-70.6504502,"7.15","124.5","city","16701.9490736424",1,0,1,0,56,"LCA"
"CoP16",2013,"Bangkok (Thailand)","Parties","Canada","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","5721683926983533144729387648","Gatineau, Quebec, Canada","City",13.7524938,100.4935089,"45.43","-75.71","city","13423.2023010296",1,0,1,0,20,"CAN"
"CoP10",1997,"Harare (Zimbabwe)","Parties","Canada","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","18481255597188297641347976937","Gatineau, Quebec, Canada","City",-17.8567035,31.0601584,"45.43","-75.71","city","12707.2351016526",1,0,0,1,20,"CAN"
"CoP7",1989,"Lausanne (Switzerland)","Parties","Malawi","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Parties.pdf","NA","37383516453233452587859515887","Lilongwe, Lilongwe, Malawi","City",46.5218269,6.6327025,"-13.99","33.77","city","7254.8754610876",1,0,0,1,553,"MWI"
"CoP13",2004,"Bangkok (Thailand)","Parties","Thailand","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","21193277132370944613670498325","Bangkok, Thailand","City",13.7524938,100.4935089,"13.75","100.49","city","0.469602270722705",1,0,1,0,800,"THA"
"CoP16",2013,"Bangkok (Thailand)","Parties","South Africa","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","33340923151559045218832417610","Msunduzi Local Municipality, KwaZulu-Natal, South Africa","City",13.7524938,100.4935089,"-29.6","30.38","city","8920.07627541423",1,0,0,1,560,"ZAF"
"CoP7",1989,"Lausanne (Switzerland)","Observers","Bat Conservation International","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Observers.pdf","NA","62465023818832650841257286325","Berkeley, California, United States","City",46.5218269,6.6327025,"37.87","-122.27","city","9341.60970898911",0,1,0,1,NA,NA
"CoP13",2004,"Bangkok (Thailand)","Observers","Wwf","https://cites.org/sites/default/files/common/cop/13/participants_observer.pdf","NA","50264205231821386453614208208","Waverley, England, United Kingdom","City",13.7524938,100.4935089,"51.16","-0.62","city","9575.59452986736",0,1,0,1,NA,NA
"CoP10",1997,"Harare (Zimbabwe)","Parties","Canada","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","65949803561753819836989862230","Victoria, British Columbia, Canada","City",-17.8567035,31.0601584,"48.43","-123.36","city","15905.5351940599",1,0,0,1,20,"CAN"
"CoP15",2010,"Doha (Qatar)","Parties","Palau","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","67210870511362371839734782319","Koror State Government Dpt of Conservation and Law Enforcement KOROR","KeptOriginal",25.2856329,51.5264162,"27.8","-81.5","state_province","12262.1363258115",1,0,0,1,986,"PLW"
"CoP15",2010,"Doha (Qatar)","Parties","Croatia","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","39486660907525673862392403529","State Institute for Nature Protection Trg Mazuranica ZAGREB","KeptOriginal",25.2856329,51.5264162,"45.81","15.98","city","3892.7155682018",1,0,0,1,344,"HRV"
"CoP13",2004,"Bangkok (Thailand)","Observers","Wwf","https://cites.org/sites/default/files/common/cop/13/participants_observer.pdf","NA","15771626132123198211852305668","Gland, Vaud, Switzerland","City",13.7524938,100.4935089,"46.42","6.27","city","9222.57125193586",0,1,0,1,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Parties","South Africa","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","18926602696636083912832442841","Pretoria, Gauteng, South Africa","City",13.7524938,100.4935089,"-25.75","28.19","city","8966.60792703965",1,0,0,1,560,"ZAF"
"CoP14",2007,"The Hague (the Netherlands)","Observers","Loro Parque Fundación","https://cites.org/sites/default/files/common/cop/14/list_observer.pdf","NA","73397898709067644262105063764","Puerto de la Cruz, Canary Islands, Spain","City",52.0799838,4.3113461,"28.42","-16.55","city","3146.36589452004",0,1,0,1,NA,NA
"CoP9",1994,"Fort Lauderdale (United States of America)","Parties","Cameroon","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","3624617328293765819079695887","Yaoundé, Centre, Cameroon","City",26.1223084,-80.1433786,"3.87","11.52","city","9983.88525830262",1,0,1,0,471,"CMR"
"CoP6",1987,"Ottawa (Canada)","Parties","Nicaragua","https://cites.org/sites/default/files/eng/cop/06/E06-List-of-Participants-Parties.pdf","NA","77884781705712328668386137538","Managua, Nicaragua","State",45.4208777,-75.6901106,"12.15","-86.27","city","3832.90423660706",1,0,0,1,93,"NIC"
"CoP5",1985,"Buenos Aires (Argentina)","Parties","Denmark","https://cites.org/sites/default/files/eng/cop/05/E05-List-of-Participants-Parties.pdf","NA","30586055651019293518214908775","CoPenhagen, Capital Region of Denmark, Denmark","City",-34.6083696,-58.4440583,"55.69","12.57","city","12070.6976871239",1,0,1,0,390,"DNK"
"CoP8",1992,"Kyoto (Japan)","Parties","Morocco","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","63118857488500480272122537761","Shibuya, Japan","City",35.0115754,135.7681441,"35.66","139.7","city","363.846801482651",1,0,0,1,600,"MAR"
"CoP11",2000,"Gigiri (Kenya)","Parties","Ecuador","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","55911764957920152738040766389","Quito, Ecuador","City",-1.2325029,36.8072952,"-0.22","-78.51","city","12821.39664654",1,0,0,1,130,"ECU"
"CoP11",2000,"Gigiri (Kenya)","Parties","Guatemala","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","34299412095168549086365660720","Guatemala City, Guatemala Department, Guatemala","City",-1.2325029,36.8072952,"14.64","-90.51","city","14042.6039193322",1,0,0,1,90,"GTM"
"CoP14",2007,"The Hague (the Netherlands)","Parties","United Kingdom","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","13660401351086262314328440765","Greater London, England, United Kingdom","City",52.0799838,4.3113461,"51.51","-0.13","city","311.891043707002",1,0,0,1,200,"GBR"
"CoP9",1994,"Fort Lauderdale (United States of America)","Observers","Swan International","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","24440306153767109767733338260","Taipei, Taiwan","City",26.1223084,-80.1433786,"25.04","121.56","city","13867.3297960817",0,1,0,1,NA,NA
"CoP8",1992,"Kyoto (Japan)","Parties","China","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","795813316370091665267551024","Beijing, China","KeptOriginal",35.0115754,135.7681441,"39.93","116.41","city","1789.52045877452",1,0,0,1,710,"CHN"
"CoP14",2007,"The Hague (the Netherlands)","Parties","Venezuela","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","40037315913281373762742423201","The Hague, South Holland, Netherlands","City",52.0799838,4.3113461,"52.07","4.27","city","3.03599451672364",1,0,0,1,101,"VEN"
"CoP13",2004,"Bangkok (Thailand)","Observers","Association of Northeastern State Fish and Wildlife Agencies","https://cites.org/sites/default/files/common/cop/13/participants_observer.pdf","NA","57599002744440248162555904975","Susquehanna Township, Pennsylvania, United States","City",13.7524938,100.4935089,"40.31","-76.86","city","13997.397636296",0,1,0,1,NA,NA
"CoP14",2007,"The Hague (the Netherlands)","Parties","Japan","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","63149729615308851227861718005","Chiyoda, Japan","City",52.0799838,4.3113461,"35.69","139.75","city","9339.97395632613",1,0,0,1,740,"JPN"
"CoP3",1981,"New Delhi (India)","Parties","Indonesia","https://cites.org/sites/default/files/eng/cop/03/E03-List-of-Participants-Parties.pdf","NA","7288321892536842323752105602","Bogor, West Java, Indonesia","City",28.6430858,77.2192671,"-6.6","106.8","city","5039.94324343427",1,0,0,1,850,"IDN"
"CoP12",2002,"Santiago (Chile)","Parties","Senegal","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","25518907969908067244682832791","Dakar, Dakar Region, Senegal","City",-33.4377756,-70.6504502,"14.69","-17.45","city","7771.60358517468",1,0,0,1,433,"SEN"
"CoP11",2000,"Gigiri (Kenya)","Parties","Japan","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","40444764227517972467561350071","Geneva, Geneva, Switzerland","City",-1.2325029,36.8072952,"46.2","6.15","city","6067.64368657414",1,0,0,1,740,"JPN"
"CoP8",1992,"Kyoto (Japan)","Parties","Colombia","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","34123049332817870270603728302","Florida, United States","KeptOriginal",35.0115754,135.7681441,"25.77","-80.19","city","12269.2568792368",1,0,0,1,100,"COL"
"CoP10",1997,"Harare (Zimbabwe)","Parties","Canada","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","67157125584225180988289466559","Cliniques, Kinshasa, Democratic Republic of the Congo","City",-17.8567035,31.0601584,"-4.31","15.28","city","2284.2875517914",1,0,0,1,20,"CAN"
"CoP12",2002,"Santiago (Chile)","Observers","Wwf","https://cites.org/sites/default/files/common/cop/12/participants_observer.pdf","NA","59264167633531993469019976629","Falmouth, Massachusetts, United States","City",-33.4377756,-70.6504502,"41.55","-70.61","city","8338.26123366268",0,1,1,0,NA,NA
"CoP3",1981,"New Delhi (India)","Observers","National Museum of Natural History","https://cites.org/sites/default/files/eng/cop/03/E03-List-of-Participants-Observers.pdf","NA","51255523494636041881534347539","New Delhi, India","City",28.6430858,77.2192671,"28.61","77.21","city","3.7885287997335",0,1,0,1,NA,NA
"CoP12",2002,"Santiago (Chile)","Observers","World Society for the Protection of Animals (Wspa)","https://cites.org/sites/default/files/common/cop/12/participants_observer.pdf","NA","78091788139332024045945146193","Greater London, England, United Kingdom","City",-33.4377756,-70.6504502,"51.51","-0.13","city","11670.7806003066",0,1,0,1,NA,NA
"CoP4",1983,"Gaborone (Botswana)","Parties","Botswana","https://cites.org/sites/default/files/eng/cop/04/E04-List-of-Participants-Parties.pdf","NA","9933395393718476361162957966","Gaborone, Botswana","City",-24.6581357,25.9088474,"-24.66","25.91","city","0.237781725448292",1,0,0,1,571,"BWA"
"CoP11",2000,"Gigiri (Kenya)","Observers","Caribbean Conservation Corporation","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","34120005958251713015146136668","Gainesville, Florida, United States","City",-1.2325029,36.8072952,"29.65","-82.32","city","12864.5594434909",0,1,1,0,NA,NA
"CoP14",2007,"The Hague (the Netherlands)","Parties","Netherlands","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","77925739728260571219077977936","EK DEN HAAG LOK Martin Ministry of Agriculture Nature and Food Quality Department of Nature EK DEN HAAG","KeptOriginal",52.0799838,4.3113461,"7.15","124.5","city","11345.3206247665",1,0,0,1,210,"NLD"
"CoP7",1989,"Lausanne (Switzerland)","Parties","Canada","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Parties.pdf","NA","76556968512536718458536853064","Geneva, Geneva, Switzerland","City",46.5218269,6.6327025,"46.2","6.15","city","51.5037248627851",1,0,0,1,20,"CAN"
"CoP15",2010,"Doha (Qatar)","Parties","Finland","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","31001197148246362825807639285","Helsinki, Uusimaa, Finland","City",25.2856329,51.5264162,"60.17","24.94","city","4380.92033167791",1,0,0,1,375,"FIN"
"CoP8",1992,"Kyoto (Japan)","Observers","American Federation of Aviculture (U.S.A.)","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","62545160771630009233527749469","Tempe, Arizona, United States","City",35.0115754,135.7681441,"33.43","-111.94","city","9645.455439975",0,1,0,1,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Parties","Cyprus","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","77406759553075495161141144326","Ireland","KeptOriginal",13.7524938,100.4935089,"53.1","-7.8","state_province","9962.64253036946",1,0,0,1,352,"CYP"
"CoP15",2010,"Doha (Qatar)","Parties","Chad","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","42091050023714619391148260174","N'Djamena, Chad","City",25.2856329,51.5264162,"12.12","15.05","city","4094.06538234997",1,0,0,1,483,"TCD"
"CoP10",1997,"Harare (Zimbabwe)","Parties","United States of America","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","46916240754043874657935459241","NOAA","KeptOriginal",-17.8567035,31.0601584,"42.19","-70.73","city","12285.8532725588",1,0,0,1,2,"USA"
"CoP11",2000,"Gigiri (Kenya)","Parties","Kenya","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","37136945372556645087062574287","Telangana, India","State",-1.2325029,36.8072952,"18.49","80.08","city","5212.78063991505",1,0,0,1,501,"KEN"
"CoP9",1994,"Fort Lauderdale (United States of America)","Observers","Iceland","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","56557761544832009912855042542","REYKJAVIK","KeptOriginal",26.1223084,-80.1433786,"64.15","-21.94","city","5887.81685832858",0,1,0,1,395,"ISL"
"CoP14",2007,"The Hague (the Netherlands)","Parties","Saint Lucia","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","71684253665592402646832765044","Castries, Saint Lucia","State",52.0799838,4.3113461,"14.01","-60.99","city","7103.9923803246",1,0,1,0,56,"LCA"
"CoP2",1979,"San José (Costa Rica)","Parties","South Africa","https://cites.org/sites/default/files/eng/cop/02/E02-List-of-participants-Parties.pdf","Dr.","58962570266646504121589917911","Pretoria, Gauteng, South Africa","City",9.9325427,-84.0795782,"-25.75","28.19","city","12707.0596794754",1,0,0,1,560,"ZAF"
"CoP12",2002,"Santiago (Chile)","Parties","Gabon","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","76209245500900576200172619818","Ministère de l'Economie Forestiére des Eaux de la Peche chargé de l' Environement et de la Protection de la Nature LIBREVILLE","KeptOriginal",-33.4377756,-70.6504502,"0.41","9.44","city","9114.83535045689",1,0,1,0,481,"GAB"
"CoP16",2013,"Bangkok (Thailand)","Observers","Lewis & Clark College (Ielp)","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","24180641816911033257441191955","Portland, Oregon, United States","City",13.7524938,100.4935089,"45.52","-122.67","city","12128.5187705601",0,1,1,0,NA,NA
"CoP9",1994,"Fort Lauderdale (United States of America)","Parties","Central African Republic","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","40542553462187206657712638390","Bangui, Central African Republic","City",26.1223084,-80.1433786,"4.36","18.58","city","10660.4803608653",1,0,1,0,482,"CAF"
"CoP9",1994,"Fort Lauderdale (United States of America)","Observers","Iucn – the World Conservation Union","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","7720694039488454199121315934","Irvine, California, United States","City",26.1223084,-80.1433786,"33.69","-117.83","city","3707.19524224315",0,1,0,1,NA,NA
"CoP2",1979,"San José (Costa Rica)","Observers","Zoological Society of San Diego","https://cites.org/sites/default/files/eng/cop/02/E02-List-of-participants-Observers.pdf","NA","51327940301618366619809373407","San Diego, California, United States","City",9.9325427,-84.0795782,"32.72","-117.16","city","4229.46867150506",0,1,0,1,NA,NA
"CoP11",2000,"Gigiri (Kenya)","Parties","Germany","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","46301157956825814828369016529","Bonn, North Rhine-Westphalia, Germany","City",-1.2325029,36.8072952,"50.74","7.1","city","6427.0115876994",1,0,1,0,255,"DEU"
"CoP7",1989,"Lausanne (Switzerland)","Observers","Fauna and Flora Preservation Society","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Observers.pdf","NA","17137293458230648768571368380","Brighton, England, United Kingdom","City",46.5218269,6.6327025,"50.82","-0.14","city","689.223100241883",0,1,0,1,NA,NA
"CoP3",1981,"New Delhi (India)","Observers","Environmental Forum of Indian Parliament","https://cites.org/sites/default/files/eng/cop/03/E03-List-of-Participants-Observers.pdf","NA","55444103920569381973244713190","New Delhi, India","City",28.6430858,77.2192671,"28.61","77.21","city","3.7885287997335",0,1,0,1,NA,NA
"CoP10",1997,"Harare (Zimbabwe)","Parties","Mexico","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","73415408369833109500770833717","Xalapa, Veracruz, Mexico","City",-17.8567035,31.0601584,"19.54","-96.91","city","14552.9239247723",1,0,1,0,70,"MEX"
"CoP10",1997,"Harare (Zimbabwe)","Parties","Canada","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","68442357469870227813147941360","Havana, Cuba","State",-17.8567035,31.0601584,"23.09","-82.45","city","13121.4468859288",1,0,1,0,20,"CAN"
"CoP16",2013,"Bangkok (Thailand)","Parties","Venezuela","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","21543293445575190696510519015","Francisco de Miranda Centro Don Bosco Edif Ilse Apto Los Cortijos Caracas Venezuela Bolivarian Republic of","KeptOriginal",13.7524938,100.4935089,"8.59","-64.27","city","17015.0914621462",1,0,0,1,101,"VEN"
"CoP7",1989,"Lausanne (Switzerland)","Parties","United Kingdom","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Parties.pdf","NA","65864590812379464625452028432","Bern, Bern, Switzerland","City",46.5218269,6.6327025,"46.95","7.45","city","78.3971584282021",1,0,0,1,200,"GBR"
"CoP16",2013,"Bangkok (Thailand)","Observers","African Wildlife Foundation","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","33395496145185225137279272338","Nairobi, Nairobi County, Kenya","City",13.7524938,100.4935089,"-1.29","36.82","city","7208.73126791268",0,1,1,0,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Parties","Vanuatu","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","76735088472006517548288873196","Port Vila, Shefa Province, Vanuatu","City",13.7524938,100.4935089,"-17.74","168.32","city","8221.21000989957",1,0,0,1,935,"VUT"
"CoP10",1997,"Harare (Zimbabwe)","Parties","Kenya","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","10409365543152253262169743751","Nairobi, Nairobi County, Kenya","City",-17.8567035,31.0601584,"-1.29","36.82","city","1946.60577560662",1,0,0,1,501,"KEN"
"CoP15",2010,"Doha (Qatar)","Parties","Indonesia","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","59861366719500695101806428542","Head of CITES Section Ministry of Forestry Gedung Manggala Wanabhakti VII Lt Jl Gatot Subroto SENAYAN JAKARTA","KeptOriginal",25.2856329,51.5264162,"-6.18","106.84","city","6922.07193327935",1,0,0,1,850,"IDN"
"CoP16",2013,"Bangkok (Thailand)","Parties","Sweden","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","71563053420897199954614031106","Stockholm, Sweden","City",13.7524938,100.4935089,"59.33","18.07","city","8267.06597261456",1,0,0,1,380,"SWE"
"CoP12",2002,"Santiago (Chile)","Parties","Australia","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","6431386520473138331008213225","Canberra, Australia","City",-33.4377756,-70.6504502,"-35.3","149.1","city","11324.2397278707",1,0,1,0,900,"AUS"
"CoP11",2000,"Gigiri (Kenya)","Parties","Kenya","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","53867358505861679305201462730","Nairobi, Nairobi County, Kenya","City",-1.2325029,36.8072952,"-1.29","36.82","city","6.54753103738282",1,0,0,1,501,"KEN"
"CoP7",1989,"Lausanne (Switzerland)","Parties","Liechtenstein","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Parties.pdf","NA","9091678257988296591061172409","Vaduz, Liechtenstein","City",46.5218269,6.6327025,"47.14","9.52","city","230.137510468521",1,0,0,1,223,"LIE"
"CoP16",2013,"Bangkok (Thailand)","Observers","Wildlife Conservation Society (Thailand Program)","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","40950317094185889427393044038","Muangthong Thani Chaengwattana Pakkred Nonthaburi Thailand","KeptOriginal",13.7524938,100.4935089,"13.91","100.5","city","17.5279075761123",0,1,1,0,NA,NA
"CoP5",1985,"Buenos Aires (Argentina)","Parties","France","https://cites.org/sites/default/files/eng/cop/05/E05-List-of-Participants-Parties.pdf","NA","40968646396728340229607451804","Neuilly-sur-Seine, Ile-de-France, France","City",-34.6083696,-58.4440583,"48.88","2.27","city","11051.2752597097",1,0,0,1,220,"FRA"
"CoP8",1992,"Kyoto (Japan)","Parties","South Africa","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","41097351093123230542953569203","PIETERMARITZBURG","KeptOriginal",35.0115754,135.7681441,"-29.6","30.38","city","13141.9211971701",1,0,0,1,560,"ZAF"
"CoP8",1992,"Kyoto (Japan)","Parties","Japan","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","51330508395388807151467506589","Chiyoda, Japan","City",35.0115754,135.7681441,"35.69","139.75","city","368.893985575559",1,0,1,0,740,"JPN"
"CoP13",2004,"Bangkok (Thailand)","Parties","Russian Federation","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","5854010072521357311934192201","Liforsky But RUSSIA","KeptOriginal",13.7524938,100.4935089,"59.33","18.07","city","8267.06597261456",1,0,0,1,365,"RUS"
"CoP13",2004,"Bangkok (Thailand)","Observers","Fauna and Flora International","https://cites.org/sites/default/files/common/cop/13/participants_observer.pdf","NA","3323171743933491897983312511","Cambridge, England, United Kingdom","City",13.7524938,100.4935089,"52.21","0.12","city","9492.88974072716",0,1,1,0,NA,NA
